source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[passage number]	characteristics[culture medium]	characteristics[treatment]	characteristics[cell cycle phase]	characteristics[cell viability]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[carrier channel]	comment[reference channel]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell cycle phase]
HeLa_SC_G1_20201121_112	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Nocodazole;AC=NCIT:C75228	G1	live	NT=single cell;AC=PRIDE:0000897	FACS	G1_20201121_112	1	71	run 274	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_112_S5-D4_1_4920.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G1
HeLa_SC_G1_20201121_113	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Nocodazole;AC=NCIT:C75228	G1	live	NT=single cell;AC=PRIDE:0000897	FACS	G1_20201121_113	1	72	run 275	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_113_S5-D5_1_4921.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G1
HeLa_SC_G1_20201121_114	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Nocodazole;AC=NCIT:C75228	G1	live	NT=single cell;AC=PRIDE:0000897	FACS	G1_20201121_114	1	73	run 276	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_114_S5-D6_1_4922.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G1
HeLa_SC_G1_20201121_116	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Nocodazole;AC=NCIT:C75228	G1	live	NT=single cell;AC=PRIDE:0000897	FACS	G1_20201121_116	1	74	run 277	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_116_S5-D8_1_4924.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G1
HeLa_SC_G1_20201121_118	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Nocodazole;AC=NCIT:C75228	G1	live	NT=single cell;AC=PRIDE:0000897	FACS	G1_20201121_118	1	75	run 278	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_118_S5-D10_1_4926.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G1
HeLa_SC_G1_20201121_119	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Nocodazole;AC=NCIT:C75228	G1	live	NT=single cell;AC=PRIDE:0000897	FACS	G1_20201121_119	1	76	run 279	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_119_S5-D11_1_4927.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G1
HeLa_SC_G1_20201121_129	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Nocodazole;AC=NCIT:C75228	G1	live	NT=single cell;AC=PRIDE:0000897	FACS	G1_20201121_129	1	77	run 280	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_129_S5-E9_1_4937.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G1
HeLa_SC_G1_20201121_131	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Nocodazole;AC=NCIT:C75228	G1	live	NT=single cell;AC=PRIDE:0000897	FACS	G1_20201121_131	1	78	run 281	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_131_S5-E11_1_4939.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G1
HeLa_SC_G1_20201121_132	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Nocodazole;AC=NCIT:C75228	G1	live	NT=single cell;AC=PRIDE:0000897	FACS	G1_20201121_132	1	79	run 282	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_132_S5-E12_1_4940.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G1
HeLa_SC_G1_20201121_139	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Nocodazole;AC=NCIT:C75228	G1	live	NT=single cell;AC=PRIDE:0000897	FACS	G1_20201121_139	1	80	run 283	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_139_S5-F7_1_4947.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G1
HeLa_SC_G1_20201121_140	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Nocodazole;AC=NCIT:C75228	G1	live	NT=single cell;AC=PRIDE:0000897	FACS	G1_20201121_140	1	81	run 284	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_140_S5-F8_1_4948.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G1
HeLa_SC_G1_20201121_142	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Nocodazole;AC=NCIT:C75228	G1	live	NT=single cell;AC=PRIDE:0000897	FACS	G1_20201121_142	1	82	run 285	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_142_S5-F10_1_4950.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G1
HeLa_SC_G1_20201121_143	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Nocodazole;AC=NCIT:C75228	G1	live	NT=single cell;AC=PRIDE:0000897	FACS	G1_20201121_143	1	83	run 286	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_143_S5-F11_1_4951.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G1
HeLa_SC_G1_20201121_147	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Nocodazole;AC=NCIT:C75228	G1	live	NT=single cell;AC=PRIDE:0000897	FACS	G1_20201121_147	1	84	run 287	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_147_S5-G3_1_4955.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G1
HeLa_SC_G1_20201121_151	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Nocodazole;AC=NCIT:C75228	G1	live	NT=single cell;AC=PRIDE:0000897	FACS	G1_20201121_151	1	85	run 288	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_151_S5-G7_1_4959.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G1
HeLa_SC_G1_20201121_153	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Nocodazole;AC=NCIT:C75228	G1	live	NT=single cell;AC=PRIDE:0000897	FACS	G1_20201121_153	1	86	run 289	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_153_S5-G9_1_4961.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G1
HeLa_SC_G1_20201121_154	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Nocodazole;AC=NCIT:C75228	G1	live	NT=single cell;AC=PRIDE:0000897	FACS	G1_20201121_154	1	87	run 290	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_154_S5-G10_1_4962.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G1
HeLa_SC_G1_20201121_155	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Nocodazole;AC=NCIT:C75228	G1	live	NT=single cell;AC=PRIDE:0000897	FACS	G1_20201121_155	1	88	run 291	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_155_S5-G11_1_4963.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G1
HeLa_SC_G1_20201121_158	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Nocodazole;AC=NCIT:C75228	G1	live	NT=single cell;AC=PRIDE:0000897	FACS	G1_20201121_158	1	89	run 292	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_158_S5-H2_1_4966.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G1
HeLa_SC_G1_20201121_161	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Nocodazole;AC=NCIT:C75228	G1	live	NT=single cell;AC=PRIDE:0000897	FACS	G1_20201121_161	1	90	run 293	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_161_S5-H5_1_4969.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G1
HeLa_SC_G1_20201121_163	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	not applicable	not available	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=Nocodazole;AC=NCIT:C75228	G1	live	NT=single cell;AC=PRIDE:0000897	FACS	G1_20201121_163	1	91	run 294	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not applicable	not applicable	released_set	1	1	20201121_TIMS04_Evo07_SA_ADB_1cell_HeLa_G1_163_S5-H7_1_4971.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	G1
