source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[individual]	characteristics[age]	characteristics[sex]	characteristics[enrichment marker]	characteristics[cells per well]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[sample type]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[proteomics data acquisition method]	comment[dia method]	comment[isolation window width]	comment[scan window lower limit]	comment[scan window upper limit]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[organism part]
S2_PG_K6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_PG_K6	single cell	2	run 127	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_PG	1	1	Sg_S2_PG_K6_DIA_ne2_IO_L15_100124_Slot1-126_1_5354.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
S2_PG_K7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_PG_K7	single cell	2	run 128	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_PG	1	1	Sg_S2_PG_K7_DIA_ne2_IO_L15_100124_Slot1-127_1_5367.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
S2_PG_K8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_PG_K8	single cell	2	run 129	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_PG	1	1	Sg_S2_PG_K8_DIA_ne2_IO_L15_100124_Slot1-128_1_5380.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
S2_PG_K9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_PG_K9	single cell	2	run 130	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_PG	1	1	Sg_S2_PG_K9_DIA_ne2_IO_L15_100124_Slot1-129_1_5392.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
S2_PG_K10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_PG_K10	single cell	2	run 131	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_PG	1	1	Sg_S2_PG_K10_DIA_ne2_IO_L15_100124_Slot1-130_1_5404.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
S2_PG_K11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_PG_K11	single cell	2	run 132	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_PG	1	1	Sg_S2_PG_K11_DIA_ne2_IO_L15_100124_Slot1-131_1_5416.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
S2_PG_K12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_PG_K12	single cell	2	run 133	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_PG	1	1	Sg_S2_PG_K12_DIA_ne2_IO_L15_100124_Slot1-132_1_5428.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
S2_PG_K13	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_PG_K13	single cell	2	run 134	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_PG	1	1	Sg_S2_PG_K13_DIA_ne2_IO_L15_100124_Slot1-133_1_5441.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
S2_PG_K14	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_PG_K14	single cell	2	run 135	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_PG	1	1	Sg_S2_PG_K14_DIA_ne2_IO_L15_100124_Slot1-134_1_5453.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
S2_PG_K15	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_PG_K15	single cell	2	run 136	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_PG	1	1	Sg_S2_PG_K15_DIA_ne2_IO_L15_100124_Slot1-135_1_5467.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
S2_PG_K16	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_PG_K16	single cell	2	run 137	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_PG	1	1	Sg_S2_PG_K16_DIA_ne2_IO_L15_100124_Slot1-136_1_5480.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
S2_PG_K17	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_PG_K17	single cell	2	run 138	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_PG	1	1	Sg_S2_PG_K17_DIA_ne2_IO_L15_100124_Slot1-137_1_5493.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
S2_PG_L1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_PG_L1	single cell	2	run 139	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_PG	1	1	Sg_S2_PG_L1_DIA_ne2_IO_L15_100124_Slot1-97_1_5286.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
S2_PG_L2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_PG_L2	single cell	2	run 140	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_PG	1	1	Sg_S2_PG_L2_DIA_ne2_IO_L15_100124_Slot1-98_1_5302.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
S2_PG_L3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_PG_L3	single cell	2	run 141	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_PG	1	1	Sg_S2_PG_L3_DIA_ne2_IO_L15_100124_Slot1-99_1_5314.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
S2_PG_L4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_PG_L4	single cell	2	run 142	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_PG	1	1	Sg_S2_PG_L4_DIA_ne2_IO_L15_100124_Slot1-100_1_5327.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
S2_PG_L5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_PG_L5	single cell	2	run 143	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_PG	1	1	Sg_S2_PG_L5_DIA_ne2_IO_L15_100124_Slot1-101_1_5345.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
S2_PG_L6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_PG_L6	single cell	2	run 144	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_PG	1	1	Sg_S2_PG_L6_DIA_ne2_IO_L15_100124_Slot1-102_1_5355.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
S2_PG_L7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_PG_L7	single cell	2	run 145	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_PG	1	1	Sg_S2_PG_L7_DIA_ne2_IO_L15_100124_Slot1-103_1_5368.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
S2_PG_L8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_PG_L8	single cell	2	run 146	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_PG	1	1	Sg_S2_PG_L8_DIA_ne2_IO_L15_100124_Slot1-104_1_5381.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
S2_PG_L9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=parotid gland;AC=UBERON:0001831	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_PG_L9	single cell	2	run 147	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_PG	1	1	Sg_S2_PG_L9_DIA_ne2_IO_L15_100124_Slot1-105_1_5393.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	parotid gland
