source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[disease]	characteristics[material type]	characteristics[sample type]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[enrichment marker]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell type]
HEK293_vol_0p3_37C_4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=kidney;AC=UBERON:0002113	NT=epithelial cell;AC=CL:0000066	NT=HEK293;AC=CLO:0001230	CVCL_0045	HEK293	normal	cell	NT=single cell;AC=PRIDE:0000897	not applicable	not available	female	not applicable	FACS	HEK293_vol_0p3_37C_4	1	not applicable	4	run 23	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241211_1cell_IO15-11_DIA_24min_20Th-40ms_plate1_G12.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=epithelial cell;AC=CL:0000066
HEK293_vol_0p3_37C_5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=kidney;AC=UBERON:0002113	NT=epithelial cell;AC=CL:0000066	NT=HEK293;AC=CLO:0001230	CVCL_0045	HEK293	normal	cell	NT=single cell;AC=PRIDE:0000897	not applicable	not available	female	not applicable	FACS	HEK293_vol_0p3_37C_5	1	not applicable	5	run 24	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241211_1cell_IO15-11_DIA_24min_20Th-40ms_plate1_G13.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=epithelial cell;AC=CL:0000066
HEK293_vol_0p3_37C_6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=kidney;AC=UBERON:0002113	NT=epithelial cell;AC=CL:0000066	NT=HEK293;AC=CLO:0001230	CVCL_0045	HEK293	normal	cell	NT=single cell;AC=PRIDE:0000897	not applicable	not available	female	not applicable	FACS	HEK293_vol_0p3_37C_6	1	not applicable	6	run 25	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241211_1cell_IO15-11_DIA_24min_20Th-40ms_plate1_G14.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=epithelial cell;AC=CL:0000066
HEK293_vol_0p3_37C_1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=kidney;AC=UBERON:0002113	NT=epithelial cell;AC=CL:0000066	NT=HEK293;AC=CLO:0001230	CVCL_0045	HEK293	normal	cell	NT=single cell;AC=PRIDE:0000897	not applicable	not available	female	not applicable	FACS	HEK293_vol_0p3_37C_1	1	not applicable	1	run 26	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241211_1cell_IO15-11_DIA_24min_20Th-40ms_plate1_G9.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=epithelial cell;AC=CL:0000066
HEK293_vol_0p2_37C_2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=kidney;AC=UBERON:0002113	NT=epithelial cell;AC=CL:0000066	NT=HEK293;AC=CLO:0001230	CVCL_0045	HEK293	normal	cell	NT=single cell;AC=PRIDE:0000897	not applicable	not available	female	not applicable	FACS	HEK293_vol_0p2_37C_2	1	not applicable	2	run 27	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241211_1cell_IO15-11_DIA_24min_20Th-40ms_plate1_H10.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=epithelial cell;AC=CL:0000066
HEK293_vol_0p2_37C_3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=kidney;AC=UBERON:0002113	NT=epithelial cell;AC=CL:0000066	NT=HEK293;AC=CLO:0001230	CVCL_0045	HEK293	normal	cell	NT=single cell;AC=PRIDE:0000897	not applicable	not available	female	not applicable	FACS	HEK293_vol_0p2_37C_3	1	not applicable	3	run 28	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241211_1cell_IO15-11_DIA_24min_20Th-40ms_plate1_H11.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=epithelial cell;AC=CL:0000066
HEK293_vol_0p2_37C_4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=kidney;AC=UBERON:0002113	NT=epithelial cell;AC=CL:0000066	NT=HEK293;AC=CLO:0001230	CVCL_0045	HEK293	normal	cell	NT=single cell;AC=PRIDE:0000897	not applicable	not available	female	not applicable	FACS	HEK293_vol_0p2_37C_4	1	not applicable	4	run 29	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241211_1cell_IO15-11_DIA_24min_20Th-40ms_plate1_H12.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=epithelial cell;AC=CL:0000066
HEK293_vol_0p2_37C_5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=kidney;AC=UBERON:0002113	NT=epithelial cell;AC=CL:0000066	NT=HEK293;AC=CLO:0001230	CVCL_0045	HEK293	normal	cell	NT=single cell;AC=PRIDE:0000897	not applicable	not available	female	not applicable	FACS	HEK293_vol_0p2_37C_5	1	not applicable	5	run 30	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241211_1cell_IO15-11_DIA_24min_20Th-40ms_plate1_H13.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=epithelial cell;AC=CL:0000066
HEK293_vol_0p2_37C_6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=kidney;AC=UBERON:0002113	NT=epithelial cell;AC=CL:0000066	NT=HEK293;AC=CLO:0001230	CVCL_0045	HEK293	normal	cell	NT=single cell;AC=PRIDE:0000897	not applicable	not available	female	not applicable	FACS	HEK293_vol_0p2_37C_6	1	not applicable	6	run 31	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241211_1cell_IO15-11_DIA_24min_20Th-40ms_plate1_H14.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=epithelial cell;AC=CL:0000066
HEK293_vol_0p2_37C_1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=kidney;AC=UBERON:0002113	NT=epithelial cell;AC=CL:0000066	NT=HEK293;AC=CLO:0001230	CVCL_0045	HEK293	normal	cell	NT=single cell;AC=PRIDE:0000897	not applicable	not available	female	not applicable	FACS	HEK293_vol_0p2_37C_1	1	not applicable	1	run 32	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241211_1cell_IO15-11_DIA_24min_20Th-40ms_plate1_H9.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=epithelial cell;AC=CL:0000066
Immune_1	NT=Mus musculus;AC=NCBITaxon:10090	not applicable	NT=leukocyte;AC=CL:0000738	not applicable	not applicable	not applicable	NT=colon adenocarcinoma;AC=MONDO:0002271	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	not available	female	C57BL/6	FACS	Immune_1	1	CD45-positive	1	run 33	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241110_immune-cell_1cell_IO15-10_DIA_24min_20Th-60ms_C5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=leukocyte;AC=CL:0000738
Immune_2	NT=Mus musculus;AC=NCBITaxon:10090	not applicable	NT=leukocyte;AC=CL:0000738	not applicable	not applicable	not applicable	NT=colon adenocarcinoma;AC=MONDO:0002271	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	not available	female	C57BL/6	FACS	Immune_2	1	CD45-positive	2	run 34	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241110_immune-cell_1cell_IO15-10_DIA_24min_20Th-60ms_D4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=leukocyte;AC=CL:0000738
Immune_3	NT=Mus musculus;AC=NCBITaxon:10090	not applicable	NT=leukocyte;AC=CL:0000738	not applicable	not applicable	not applicable	NT=colon adenocarcinoma;AC=MONDO:0002271	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	not available	female	C57BL/6	FACS	Immune_3	1	CD45-positive	3	run 35	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241110_immune-cell_1cell_IO15-10_DIA_24min_20Th-60ms_K4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=leukocyte;AC=CL:0000738
Immune_4	NT=Mus musculus;AC=NCBITaxon:10090	not applicable	NT=leukocyte;AC=CL:0000738	not applicable	not applicable	not applicable	NT=colon adenocarcinoma;AC=MONDO:0002271	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	not available	female	C57BL/6	FACS	Immune_4	1	CD45-positive	4	run 36	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241110_immune-cell_1cell_IO15-10_DIA_24min_20Th-60ms_K5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=leukocyte;AC=CL:0000738
Immune_5	NT=Mus musculus;AC=NCBITaxon:10090	not applicable	NT=leukocyte;AC=CL:0000738	not applicable	not applicable	not applicable	NT=colon adenocarcinoma;AC=MONDO:0002271	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	not available	female	C57BL/6	FACS	Immune_5	1	CD45-positive	5	run 37	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241110_immune-cell_1cell_IO15-10_DIA_24min_20Th-60ms_M4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=leukocyte;AC=CL:0000738
Non_immune_1	NT=Mus musculus;AC=NCBITaxon:10090	not applicable	NT=neoplastic cell;AC=CL:0001063	not applicable	not applicable	not applicable	NT=colon adenocarcinoma;AC=MONDO:0002271	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	not available	female	C57BL/6	FACS	Non_immune_1	1	CD45-negative	1	run 38	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241110_tumor-cell_1cell_IO15-10_DIA_24min_20Th-40ms_B4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=neoplastic cell;AC=CL:0001063
Non_immune_2	NT=Mus musculus;AC=NCBITaxon:10090	not applicable	NT=neoplastic cell;AC=CL:0001063	not applicable	not applicable	not applicable	NT=colon adenocarcinoma;AC=MONDO:0002271	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	not available	female	C57BL/6	FACS	Non_immune_2	1	CD45-negative	2	run 39	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241110_tumor-cell_1cell_IO15-10_DIA_24min_20Th-40ms_B5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=neoplastic cell;AC=CL:0001063
Non_immune_3	NT=Mus musculus;AC=NCBITaxon:10090	not applicable	NT=neoplastic cell;AC=CL:0001063	not applicable	not applicable	not applicable	NT=colon adenocarcinoma;AC=MONDO:0002271	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	not available	female	C57BL/6	FACS	Non_immune_3	1	CD45-negative	3	run 40	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241110_tumor-cell_1cell_IO15-10_DIA_24min_20Th-40ms_B6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=neoplastic cell;AC=CL:0001063
Non_immune_4	NT=Mus musculus;AC=NCBITaxon:10090	not applicable	NT=neoplastic cell;AC=CL:0001063	not applicable	not applicable	not applicable	NT=colon adenocarcinoma;AC=MONDO:0002271	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	not available	female	C57BL/6	FACS	Non_immune_4	1	CD45-negative	4	run 41	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241110_tumor-cell_1cell_IO15-10_DIA_24min_20Th-40ms_J5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=neoplastic cell;AC=CL:0001063
Non_immune_5	NT=Mus musculus;AC=NCBITaxon:10090	not applicable	NT=neoplastic cell;AC=CL:0001063	not applicable	not applicable	not applicable	NT=colon adenocarcinoma;AC=MONDO:0002271	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	not available	female	C57BL/6	FACS	Non_immune_5	1	CD45-negative	5	run 42	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241110_tumor-cell_1cell_IO15-10_DIA_24min_20Th-40ms_J6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=neoplastic cell;AC=CL:0001063
Liver_gate3_1	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate3_1	1	CD73 and E-cadherin; FACS zonation gate 3 of 8 (pericentral/central-vein to periportal/portal-vein axis)	1	run 43	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241217_liver_sc_IO15_DIA_24min_20Th-40ms_plate1_C5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate4_1	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate4_1	1	CD73 and E-cadherin; FACS zonation gate 4 of 8 (pericentral/central-vein to periportal/portal-vein axis)	1	run 44	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241217_liver_sc_IO15_DIA_24min_20Th-40ms_plate1_D1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate4_2	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate4_2	1	CD73 and E-cadherin; FACS zonation gate 4 of 8 (pericentral/central-vein to periportal/portal-vein axis)	2	run 45	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20241217_liver_sc_IO15_DIA_24min_20Th-40ms_plate1_D2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
