source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[culture medium]	characteristics[material type]	characteristics[sample type]	characteristics[pooled sample]	characteristics[treatment]	characteristics[compound]	characteristics[dose]	characteristics[exposure duration]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[carrier channel]	comment[reference channel]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[cell line]	factor value[treatment]
RBE_A4_Slot2-11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	A4_Slot2-11	1	5	run 267	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_A4_DIA_IO_L15_Slot2-11_1_5100.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_A5_Slot2-12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	A5_Slot2-12	1	6	run 268	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_A5_DIA_IO_L15_Slot2-12_1_5101.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_A6_Slot2-13	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	A6_Slot2-13	1	7	run 269	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_A6_DIA_IO_L15_Slot2-13_1_5102.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_A7_Slot2-14	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	A7_Slot2-14	1	8	run 270	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_A7_DIA_IO_L15_Slot2-14_1_5103.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_A8_Slot2-15	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	A8_Slot2-15	1	9	run 271	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_A8_DIA_IO_L15_Slot2-15_1_5104.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_A9_Slot2-16	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	A9_Slot2-16	1	10	run 272	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_A9_DIA_IO_L15_Slot2-16_1_5105.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_B10_Slot2-49	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	B10_Slot2-49	1	11	run 273	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_B10_DIA_IO_L15_Slot2-49_1_5053.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_B11_Slot2-50	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	B11_Slot2-50	1	12	run 274	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_B11_DIA_IO_L15_Slot2-50_1_5054.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_B12_Slot2-51	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	B12_Slot2-51	1	13	run 275	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_B12_DIA_IO_L15_Slot2-51_1_5055.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_B2_Slot2-41	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	B2_Slot2-41	1	14	run 276	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_B2_DIA_IO_L15_Slot2-41_1_5039.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_B3_Slot2-42	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	B3_Slot2-42	1	15	run 277	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_B3_DIA_IO_L15_Slot2-42_1_5046.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_B4_Slot2-43	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	B4_Slot2-43	1	16	run 278	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_B4_DIA_IO_L15_Slot2-43_1_5047.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_B6_Slot2-45	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	B6_Slot2-45	1	17	run 279	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_B6_DIA_IO_L15_Slot2-45_1_5049.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_B7_Slot2-46	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	B7_Slot2-46	1	18	run 280	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_B7_DIA_IO_L15_Slot2-46_1_5050.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_B8_Slot2-47	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	B8_Slot2-47	1	19	run 281	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_B8_DIA_IO_L15_Slot2-47_1_5051.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_C11_Slot2-19	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	C11_Slot2-19	1	20	run 282	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_C11_DIA_IO_L15_Slot2-19_1_5065.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
