source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[culture medium]	characteristics[material type]	characteristics[sample type]	characteristics[pooled sample]	characteristics[treatment]	characteristics[compound]	characteristics[dose]	characteristics[exposure duration]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[carrier channel]	comment[reference channel]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[cell line]	factor value[treatment]
RBE_C12_Slot2-20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	C12_Slot2-20	1	21	run 283	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_C12_DIA_IO_L15_Slot2-20_1_5066.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_C2_Slot2-10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	C2_Slot2-10	1	22	run 284	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_C2_DIA_IO_L15_Slot2-10_1_5056.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_C4_Slot2-12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	C4_Slot2-12	1	23	run 285	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_C4_DIA_IO_L15_Slot2-12_1_5058.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_C6_Slot2-14	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	C6_Slot2-14	1	24	run 286	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_C6_DIA_IO_L15_Slot2-14_1_5060.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_C7_Slot2-15	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	C7_Slot2-15	1	25	run 287	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_C7_DIA_IO_L15_Slot2-15_1_5061.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_C8_Slot2-16	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	C8_Slot2-16	1	26	run 288	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_C8_DIA_IO_L15_Slot2-16_1_5062.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_C9_Slot2-17	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	C9_Slot2-17	1	27	run 289	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_C9_DIA_IO_L15_Slot2-17_1_5063.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_D10_Slot2-29	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	D10_Slot2-29	1	28	run 290	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_D10_DIA_IO_L15_Slot2-29_1_5075.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_D2_Slot2-21	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	D2_Slot2-21	1	29	run 291	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_D2_DIA_IO_L15_Slot2-21_1_5067.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_D3_Slot2-22	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	D3_Slot2-22	1	30	run 292	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_D3_DIA_IO_L15_Slot2-22_1_5068.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_D4_Slot2-23	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	D4_Slot2-23	1	31	run 293	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_D4_DIA_IO_L15_Slot2-23_1_5069.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_D5_Slot2-24	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	D5_Slot2-24	1	32	run 294	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_D5_DIA_IO_L15_Slot2-24_1_5070.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_D6_Slot2-25	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	D6_Slot2-25	1	33	run 295	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_D6_DIA_IO_L15_Slot2-25_1_5071.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_D7_Slot2-26	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	D7_Slot2-26	1	34	run 296	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_D7_DIA_IO_L15_Slot2-26_1_5072.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_D9_Slot2-28	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	D9_Slot2-28	1	35	run 297	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_D9_DIA_IO_L15_Slot2-28_1_5074.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
RBE_E2_Slot2-27	NT=Homo sapiens;AC=NCBITaxon:9606	NT=liver;AC=UBERON:0002107	NT=epithelial cell;AC=CL:0000066	NT=intrahepatic cholangiocarcinoma;AC=MONDO:0003210	RBE	CVCL_4896	RBE	64Y	female	NT=Japanese;AC=HANCESTRO:0019	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	E2_Slot2-27	1	36	run 298	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	RBE_E2_DIA_IO_L15_Slot2-27_1_5116.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	RBE	untreated
