source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[culture medium]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[carrier channel]	comment[reference channel]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
HeLa_LF_hex_scLF_funnel2_01	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	cellenONE	LF_hex_scLF_funnel2_01	not available	11	run 62	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not applicable	not applicable	1	1	20210315_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_hex_scLF_funnel2_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_LF_hex_scLF_funnel2_02	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	cellenONE	LF_hex_scLF_funnel2_02	not available	12	run 63	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not applicable	not applicable	1	1	20210315_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_hex_scLF_funnel2_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_LF_hex_scLF_funnel2_03	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	cellenONE	LF_hex_scLF_funnel2_03	not available	13	run 64	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not applicable	not applicable	1	1	20210315_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_hex_scLF_funnel2_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_LF_hex_scLF_funnel2_04	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	cellenONE	LF_hex_scLF_funnel2_04	not available	14	run 65	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not applicable	not applicable	1	1	20210315_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_hex_scLF_funnel2_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_LF_hex_scLF_funnel2_05	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	cellenONE	LF_hex_scLF_funnel2_05	not available	15	run 66	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not applicable	not applicable	1	1	20210315_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_hex_scLF_funnel2_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_LF_hex_scLF_funnel2_06	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	cellenONE	LF_hex_scLF_funnel2_06	not available	16	run 67	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not applicable	not applicable	1	1	20210315_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_hex_scLF_funnel2_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_LF_hex_scLF_funnel2_07	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	cellenONE	LF_hex_scLF_funnel2_07	not available	17	run 68	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not applicable	not applicable	1	1	20210315_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_hex_scLF_funnel2_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_LF_hex_scLF_funnel3_01	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	cellenONE	LF_hex_scLF_funnel3_01	not available	18	run 69	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not applicable	not applicable	1	1	20210315_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_hex_scLF_funnel3_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_LF_hex_scLF_funnel3_02	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	cellenONE	LF_hex_scLF_funnel3_02	not available	19	run 70	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not applicable	not applicable	1	1	20210315_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_hex_scLF_funnel3_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_LF_hex_scLF_funnel3_03	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	cellenONE	LF_hex_scLF_funnel3_03	not available	20	run 71	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not applicable	not applicable	1	1	20210315_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_hex_scLF_funnel3_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_LF_hex_scLF_funnel3_04	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	cellenONE	LF_hex_scLF_funnel3_04	not available	21	run 72	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not applicable	not applicable	1	1	20210315_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_hex_scLF_funnel3_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_LF_scLF_direct_funnel3_07	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	cellenONE	LF_scLF_direct_funnel3_07	not available	22	run 73	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not applicable	not applicable	1	1	20210319_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_direct_funnel3_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_LF_scLF_direct_funnel3_08	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	cellenONE	LF_scLF_direct_funnel3_08	not available	23	run 74	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not applicable	not applicable	1	1	20210319_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_direct_funnel3_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_LF_scLF_direct_funnel4_01	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	cellenONE	LF_scLF_direct_funnel4_01	not available	24	run 75	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not applicable	not applicable	1	1	20210319_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_direct_funnel4_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_LF_scLF_direct_funnel4_02	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	cellenONE	LF_scLF_direct_funnel4_02	not available	25	run 76	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not applicable	not applicable	1	1	20210319_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_direct_funnel4_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_LF_scLF_direct_funnel4_03	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	cellenONE	LF_scLF_direct_funnel4_03	not available	26	run 77	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not applicable	not applicable	1	1	20210319_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_direct_funnel4_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_LF_scLF_direct_funnel4_04	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not available	cellenONE	LF_scLF_direct_funnel4_04	not available	27	run 78	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not applicable	not applicable	1	1	20210319_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_direct_funnel4_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_LF_scLF_0401_1cell_01	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=single cell;AC=PRIDE:0000897	cellenONE	LF_scLF_0401_1cell_01	1	28	run 79	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not applicable	not applicable	1	1	20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_1cell_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_LF_scLF_0401_1cell_funnel_01	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=single cell;AC=PRIDE:0000897	cellenONE	LF_scLF_0401_1cell_funnel_01	1	29	run 80	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not applicable	not applicable	1	1	20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_1cell_funnel_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_LF_scLF_0401_3cell_01	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=pooled;AC=PRIDE:0000902	cellenONE	not applicable	3	30	run 81	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not applicable	not applicable	1	1	20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_3cell_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_LF_scLF_0401_3cell_funnel_01	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=pooled;AC=PRIDE:0000902	cellenONE	not applicable	3	31	run 82	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not applicable	not applicable	1	1	20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_3cell_funnel_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0
HeLa_LF_scLF_0401_4cell_01	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	NT=pooled;AC=PRIDE:0000902	cellenONE	not applicable	4	32	run 83	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=label free sample;AC=MS:1002038	not applicable	not applicable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	data-dependent acquisition	NT=HCD;AC=PRIDE:0000590	not available	not available	not available	not applicable	not applicable	1	1	20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_4cell_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0
