source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[culture medium]	characteristics[phenotype]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[proteomics data acquisition method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]	factor value[phenotype]
20230822_SingleCells_AsPc_4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=AsPC-1;AC=CLO:0001756	CVCL_0152	AsPC-1	62Y	female	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_AsPc_4	1	4	run 113	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_AsPc_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=AsPC-1;AC=CLO:0001756	not applicable
20230822_SingleCells_AsPc_5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=AsPC-1;AC=CLO:0001756	CVCL_0152	AsPC-1	62Y	female	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_AsPc_5	1	5	run 114	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_AsPc_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=AsPC-1;AC=CLO:0001756	not applicable
20230822_SingleCells_AsPc_6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=AsPC-1;AC=CLO:0001756	CVCL_0152	AsPC-1	62Y	female	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_AsPc_6	1	6	run 115	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_AsPc_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=AsPC-1;AC=CLO:0001756	not applicable
20230822_SingleCells_AsPc_7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=AsPC-1;AC=CLO:0001756	CVCL_0152	AsPC-1	62Y	female	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_AsPc_7	1	7	run 116	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_AsPc_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=AsPC-1;AC=CLO:0001756	not applicable
20230822_SingleCells_AsPc_8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=AsPC-1;AC=CLO:0001756	CVCL_0152	AsPC-1	62Y	female	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_AsPc_8	1	8	run 117	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_AsPc_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=AsPC-1;AC=CLO:0001756	not applicable
20230822_SingleCells_AsPc_9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=AsPC-1;AC=CLO:0001756	CVCL_0152	AsPC-1	62Y	female	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_AsPc_9	1	9	run 118	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_AsPc_9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=AsPC-1;AC=CLO:0001756	not applicable
20230822_SingleCells_HPAF_1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_1	1	1	run 119	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_10	1	10	run 120	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_11	1	11	run 121	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_12	1	12	run 122	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_13	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_13	1	13	run 123	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_14	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_14	1	14	run 124	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_15	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_15	1	15	run 125	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_16	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_16	1	16	run 126	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_17	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_17	1	17	run 127	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_18	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_18	1	18	run 128	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_19	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_19	1	19	run 129	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_2	1	2	run 130	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_20	1	20	run 131	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_21	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_21	1	21	run 132	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_22	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_22	1	22	run 133	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_23	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_23	1	23	run 134	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_24	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_24	1	24	run 135	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
20230822_SingleCells_HPAF_25	NT=Homo sapiens;AC=NCBITaxon:9606	NT=ascitic fluid;AC=UBERON:0007795	NT=epithelial cell;AC=CL:0000066	NT=pancreatic ductal adenocarcinoma;AC=MONDO:0005184	NT=HPAF-II;AC=CLO:0003816	CVCL_0313	HPAF-II	44Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_HPAF_25	1	25	run 136	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_HPAF_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=HPAF-II;AC=CLO:0003816	not applicable
